"tile","band","increment","decrease","average_difference","avg_abs_diff","avg_differece_percent","avg_abs_diff_perc","correlation","std_dev","out_name","year"
"33NTG","B03",0.1,"False",-2.95601990252799,3.52123182715381,-0.133769869736312,31.2901948787019,0.971496295000552,3.82873964161658,"33NTG_B03_10_I","2020"
"34UFD","B03",0.1,"False",0.684317350337679,1.17563532607408,17.2752554865026,33.5876564423129,0.945965378742013,1.47077577793328,"34UFD_B03_10_I","2020"
"35VML","B03",0.1,"False",2.95821377441032,3.01530378255532,74.1402714520844,76.1391895300942,0.527499773428376,2.03485106211522,"35VML_B03_10_I","2020"
"49NHC","B03",0.1,"False",2.90287274332597,4.14312117777764,6.42978309954352,10.5701149898194,0.875676566611536,3.95411251550493,"49NHC_B03_10_I","2020"
"32TMT","B04",0.1,"False",-0.138934201635279,0.637303974397033,-1.0645402969271,6.07769248160994,0.994041957879865,1.09378186861497,"32TMT_B04_10_I","2020"
"32UQU","B04",0.1,"False",1.27633444192102,1.65997100536979,12.0251068502334,21.8150219346696,0.972498176771885,2.5195974487275,"32UQU_B04_10_I","2020"
"33NTG","B04",0.1,"False",1.76548551089963,2.17414847647537,-1.36859871408263,29.8808515396366,0.991677981299837,2.25445120682751,"33NTG_B04_10_I","2020"
"34UFD","B04",0.1,"False",-0.913224622068089,1.2994459766397,-3.3718918016118,37.8595474417104,0.91037813554461,1.82164249907661,"34UFD_B04_10_I","2020"
"35VML","B04",0.1,"False",-0.270046136630376,0.44765312957435,-8.36626164680797,21.0302007347271,0.935139572289666,0.663708195197516,"35VML_B04_10_I","2020"
"49NHC","B04",0.1,"False",2.03894869765893,2.62632537951877,4.88513793740825,6.92638096756608,0.929533628024196,2.56330685307836,"49NHC_B04_10_I","2020"
"32TMT","B08",0.1,"False",1.56556501138975,1.69988891282196,11.2505756870296,13.3095701529939,0.989780957987169,1.55400991981496,"32TMT_B08_10_I","2020"
"32UQU","B08",0.1,"False",1.19760382533685,1.62674507922779,24.9366022793356,34.4424207154054,0.973905750694307,1.99510977687199,"32UQU_B08_10_I","2020"
"33NTG","B08",0.1,"False",-3.1961722222839,4.96507686669257,14.35594483972,45.2242309303992,0.98006827239313,5.02047271216941,"33NTG_B08_10_I","2020"
"34UFD","B08",0.1,"False",-0.748495475600352,1.2344521820577,-15.6994279666594,43.9065789484052,0.931311972326268,1.57494321636019,"34UFD_B08_10_I","2020"
"35VML","B08",0.1,"False",1.5158326707956,1.70352640026441,50.7185564447017,59.2263425261007,0.74542922884825,1.45879231179077,"35VML_B08_10_I","2020"
"49NHC","B08",0.1,"False",-0.661592385026856,2.14577871237277,-2.36062461393631,6.35988853786197,0.909520011439361,3.06108597141191,"49NHC_B08_10_I","2020"
"32TMT","B02",0.1,"True",0.454033297872473,0.744248323731747,3.89346457641334,7.17597591948466,0.994787999235396,1.02093237770597,"32TMT_B02_10_D","2020"
"32UQU","B02",0.1,"True",2.09754357066549,2.19084753220382,19.8791553758322,27.669114212169,0.981321173833214,2.0541668249775,"32UQU_B02_10_D","2020"
"33NTG","B02",0.1,"True",2.30508974098827,2.45490705858046,17.5192434157551,25.9747442364755,0.994034313903867,2.0534974843779,"33NTG_B02_10_D","2020"
"34UFD","B02",0.1,"True",0.182857763977847,1.26437748446261,23.3192954747868,42.0055671586972,0.911280228705517,1.74539036376366,"34UFD_B02_10_D","2020"
"35VML","B02",0.1,"True",2.25723106966651,2.3392347158178,62.8072051818828,67.1949688607411,0.731768776793424,1.72387183577974,"35VML_B02_10_D","2020"
"49NHC","B02",0.1,"True",5.59284430194225,5.86172291369456,13.7127915324908,14.5911817949765,0.83574205546507,3.71649065358357,"49NHC_B02_10_D","2020"
"32TMT","B03",0.1,"True",0.445703280286708,0.710292768207812,4.01853624078327,6.70678801663968,0.995299780138651,0.990608140019984,"32TMT_B03_10_D","2020"
"32UQU","B03",0.1,"True",0.662970166195418,1.04680704221346,22.2560513858967,25.8030132548906,0.979656595848502,1.35875601173039,"32UQU_B03_10_D","2020"
"33NTG","B03",0.1,"True",-2.71709302770535,3.34112657544217,4.15504691429832,31.9277635579759,0.979055541235663,3.46378374861599,"33NTG_B03_10_D","2020"
"34UFD","B03",0.1,"True",1.21872034381667,1.68364225094493,16.9189030239645,37.8307951243073,0.93550144781552,2.02065155145862,"34UFD_B03_10_D","2020"
"35VML","B03",0.1,"True",1.16707096702178,1.28543480242644,38.4360714927722,46.3755587807767,0.833317577570456,1.19932970932549,"35VML_B03_10_D","2020"
"49NHC","B03",0.1,"True",1.64461244320401,3.55586878318211,3.24670288033154,9.50241680152515,0.859209301654402,4.1923192850497,"49NHC_B03_10_D","2020"
"32TMT","B04",0.1,"True",0.246015251075165,0.764914087305575,0.350054543512951,6.90697890706459,0.994914016496412,1.12907957379106,"32TMT_B04_10_D","2020"
"32UQU","B04",0.1,"True",1.48972615206025,1.93883608466402,16.716079818776,27.4208400377275,0.966213181257686,2.82596741101043,"32UQU_B04_10_D","2020"
"33NTG","B04",0.1,"True",0.0846142645591868,1.13757284672086,-3.66125392021312,21.6964731533008,0.994006291585637,1.61015454148377,"33NTG_B04_10_D","2020"
"34UFD","B04",0.1,"True",-0.533982959944536,1.28196770876124,-5.70769719130425,35.6494398002671,0.888513593320929,1.95825024074723,"34UFD_B04_10_D","2020"
"35VML","B04",0.1,"True",-0.307233012826977,0.473669963067561,-9.0137113702543,22.2218787242804,0.932505616599279,0.681758815291132,"35VML_B04_10_D","2020"
"49NHC","B04",0.1,"True",2.95670110623999,3.6815066996013,6.93442134826155,9.50451502214479,0.895594201522367,3.27255020043434,"49NHC_B04_10_D","2020"
"32TMT","B08",0.1,"True",0.704170825061751,1.04359402905751,5.80731025829541,9.70089791672429,0.991767846598247,1.31564358909002,"32TMT_B08_10_D","2020"
"32UQU","B08",0.1,"True",1.30935056581986,1.73162143422692,26.2284842963782,36.6078785104068,0.972051341635256,2.10748406600001,"32UQU_B08_10_D","2020"
"33NTG","B08",0.1,"True",-5.07909392841337,5.70921084219162,-6.42569615955478,43.8956338056919,0.984162106861599,4.88574082377514,"33NTG_B08_10_D","2020"
"34UFD","B08",0.1,"True",-0.206450873949433,1.47554714803089,-1.28108276953952,47.7099093969979,0.876655272073218,2.14983236203311,"34UFD_B08_10_D","2020"
